内饰评分,动力评分,外观评分,当前油耗,性价比评分,操控评分,油耗评分,空间评分,综合评分,舒适评分,裸车价格,购入时间,购车地点,车型
4,5,5,,5,5,4,4,4.63,5,,,,2018款艾瑞泽51.5L 手动致敬青春版
4,4,5,,5,4,4,4,4.25,4,,,,2018款艾瑞泽51.5L 手动致敬青春版
5,4,5,,5,5,5,5,4.88,5,,,,2018款艾瑞泽51.5L 手动致敬青春版
5,5,5,,5,5,5,4,4.88,5,,,,2018款艾瑞泽51.5L 手动致敬青春版
5,5,5,,5,5,4,5,4.88,5,,,,2018款艾瑞泽51.5L 手动致敬青春版
5,4,5,,5,4,5,5,4.75,5,,,,2018款艾瑞泽51.5L 手动致敬青春版
4,4,5,,5,5,5,5,4.75,5,,,,2018款艾瑞泽51.5L 手动致敬青春版
3,4,5,,5,5,4,5,4.38,4,,,,2018款艾瑞泽51.5L 手动致敬青春版
5,5,5,,5,5,5,5,4.88,4,,,,2018款艾瑞泽51.5L CVT致敬青春版
5,5,4,,5,5,5,5,4.75,4,,,,2018款艾瑞泽51.5L CVT致敬青春版
5,4,5,,4,4,3,4,4.00,3,,,,2018款艾瑞泽51.5L CVT致敬青春版
4,4,5,,5,5,4,5,4.50,4,,,,2018款艾瑞泽51.5L CVT致敬青春版
4,4,5,,5,5,3,5,4.25,3,,,,2018款艾瑞泽51.5L CVT致敬青春版
5,4,5,,5,5,4,5,4.75,5,,,,2018款艾瑞泽51.5L CVT致敬青春版
4,3,5,,5,4,3,4,4.00,4,,,,2018款艾瑞泽51.5L CVT致敬青春版
5,5,5,,4,5,4,5,4.75,5,,,,2018款艾瑞泽51.5L CVT致敬青春版
5,5,5,,5,4,5,5,4.88,5,,,,2018款艾瑞泽51.5L CVT致敬青春版
4,3,5,,5,5,4,5,4.50,5,,,,2018款艾瑞泽51.5L CVT致敬青春版
5,4,5,,5,5,5,5,4.88,5,,,,2018款艾瑞泽51.5L CVT致敬青春版
5,5,5,,5,5,4,5,4.88,5,,,,2018款艾瑞泽51.5L CVT致敬青春版
4,4,5,,5,5,5,5,4.63,4,,,,2017款艾瑞泽51.5L 手动领潮版
4,4,5,,5,5,5,5,4.63,4,,,,2016款艾瑞泽51.5L 手动领潮版
2,4,5,,4,5,4,4,4.00,4,,,,2016款艾瑞泽51.5L 手动领潮版
4,4,5,,5,5,3,5,4.50,5,,,,2016款艾瑞泽51.5L CVT领潮版
4,4,5,,5,5,4,5,4.63,5,,,,2016款艾瑞泽51.5L CVT领锐版
5,5,5,,5,5,5,5,5.00,5,,,,2017款艾瑞泽51.5L 手动领潮版
4,4,5,,5,5,5,4,4.63,5,,,,2016款艾瑞泽51.5L 手动领潮版
4,4,5,,4,5,4,4,4.38,5,,,,2016款艾瑞泽51.5L 手动领潮版
5,3,5,,4,5,5,5,4.63,5,,,,2016款艾瑞泽51.5L 手动领潮版
4,3,5,,4,4,4,5,4.13,4,,,,2016款艾瑞泽51.5L CVT领锐版
4,4,5,,5,5,4,5,4.63,5,,,,2016款艾瑞泽51.5L 手动领锐版
5,4,5,,5,5,5,5,4.75,4,,,,2016款艾瑞泽51.5L 手动领锐版
5,3,5,,4,3,2,5,3.75,3,,,,2016款艾瑞泽51.5L CVT领锐版
1,1,4,,1,1,2,2,1.63,1,,,,2013款比亚迪F01.0L AMT铉酷版
4,3,5,,5,4,4,4,4.13,4,,,,2015款比亚迪F01.0L AMT铉酷型
4,5,4,,5,5,5,5,4.63,4,,,,2018款五菱宏光S 1.5L 手动舒适型
4,5,5,,5,5,4,5,4.50,3,,,,2015款五菱宏光S1 1.5L 手动豪华型
4,4,5,,5,5,5,5,4.63,4,,,,2015款五菱宏光S 1.2L 手动基本型
4,4,4,,4,4,4,5,4.13,4,,,,2015款五菱宏光S1 1.5L 手动舒适型
5,4,5,,5,3,4,5,4.38,4,,,,2013款五菱宏光S 1.5L 手动舒适型
5,3,5,,4,3,3,5,4.00,4,,,,2014款五菱宏光S 1.5L 手动豪华型
5,5,5,,4,5,5,5,4.75,4,,,,2016款五菱宏光S 1.5L 手动新舒适型
5,5,5,,5,5,5,5,5.00,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
3,2,4,,4,2,3,5,3.13,2,,,,2018款五菱宏光S 1.5L 手动标准型
3,5,5,,3,5,3,4,4.00,4,,,,2016款五菱宏光S1 1.5L 手动尊享型
3,5,5,,4,5,5,5,4.63,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,4,5,,4,4,4,5,4.25,3,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,4,5,,5,5,5,5,4.88,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
3,3,4,,3,2,4,3,3.13,3,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,5,,5,5,5,5,5.00,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
3,3,4,,3,3,4,4,3.38,3,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,3,5,,3,5,4,5,4.38,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,5,,5,5,5,5,5.00,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,5,,5,5,5,5,5.00,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
3,3,5,,5,4,3,5,3.88,3,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,5,,5,5,5,5,5.00,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
4,4,5,,5,5,4,5,4.50,4,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,5,,5,5,5,5,5.00,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,5,,5,5,3,5,4.50,3,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,3,4,,5,3,4,3,3.75,3,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,5,,4,5,5,5,4.88,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
4,4,4,,3,4,3,4,3.75,4,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,5,,5,5,5,5,5.00,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,4,,5,5,4,5,4.75,5,,,,2016款五菱宏光S1 1.5L 手动尊享型
5,5,5,,5,5,5,5,5.00,5,,,,2014款五菱宏光1.5L 手动标准型
3,3,4,,3,3,3,4,3.25,3,,,,2013款五菱宏光S 1.5L 手动舒适型
4,5,5,,5,5,3,5,4.50,4,,,,2010款五菱宏光1.4L 舒适版
5,5,5,,5,5,5,5,4.88,4,,,,2016款五菱宏光S 1.5L 手动舒适型
5,5,5,,5,5,4,5,4.88,5,,,,2016款五菱宏光S 1.5L 手动舒适型
5,5,5,,5,5,5,5,4.88,4,,,,2016款五菱宏光S 1.5L 手动舒适型
5,5,5,,5,5,5,5,4.88,4,,,,2016款五菱宏光S 1.5L 手动舒适型
5,5,5,,5,5,5,5,4.88,4,,,,2016款五菱宏光S 1.5L 手动舒适型
4,4,5,,4,5,4,5,4.38,4,,,,2016款五菱宏光S 1.5L 手动舒适型
5,5,4,,5,4,4,5,4.50,4,,,,2016款五菱宏光S 1.5L 手动舒适型
4,5,5,,5,4,4,5,4.50,4,,,,2016款五菱宏光S 1.5L 手动舒适型
4,5,5,,4,4,4,5,4.38,4,,,,2016款五菱宏光S 1.5L 手动舒适型
4,5,5,,5,4,4,5,4.63,5,,,,2016款五菱宏光S 1.5L 手动舒适型
4,4,5,,5,5,5,5,4.63,4,,,,2016款五菱宏光S 1.5L 手动新舒适型
4,4,5,,4,4,5,5,4.38,4,,,,2016款五菱宏光S 1.5L 手动新舒适型
5,4,4,,4,5,4,5,4.38,4,,,,2016款五菱宏光S 1.5L 手动新舒适型
4,4,5,,5,4,5,5,4.50,4,,,,2016款五菱宏光S 1.5L 手动新舒适型
4,4,5,,4,5,5,5,4.50,4,,,,2016款五菱宏光S 1.5L 手动新舒适型
4,4,4,,4,4,3,5,4.00,4,,,,2015款五菱宏光S 1.2L 手动基本型 国IV
4,4,4,,4,4,4,5,4.13,4,,,,2015款五菱宏光S 1.5L 手动基本型 国IV
4,5,5,,4,5,4,4,4.38,4,,,,2015款五菱宏光S 1.2L 手动基本型 国IV
4,4,4,,5,4,4,5,4.25,4,,,,2015款五菱宏光S 1.5L 手动基本型 国IV
4,4,3,,4,4,4,5,4.00,4,,,,2015款五菱宏光S 1.5L 手动基本型 国IV
5,4,4,,5,4,4,5,4.25,3,,,,2015款五菱宏光S 1.2L 手动基本型 国IV
5,4,4,,5,5,3,5,4.38,4,,,,2015款五菱宏光S 1.2L 手动基本型 国IV
5,4,4,,5,5,4,5,4.50,4,,,,2015款五菱宏光S 1.2L 手动基本型 国IV
3,4,4,,5,4,4,5,4.13,4,,,,2015款五菱宏光S 1.2L 手动基本型 国IV
4,5,4,,4,4,3,5,4.00,3,,,,2015款五菱宏光S 1.2L 手动基本型 国IV
5,5,5,,5,5,5,5,5.00,5,,,,2014款五菱宏光1.2L 手动标准型
3,5,5,,5,4,4,5,4.38,4,,,,2014款五菱宏光1.2L 手动标准型
4,4,4,,4,4,4,5,4.00,3,,,,2014款五菱宏光1.2L 手动标准型
3,4,5,,4,5,4,5,4.25,4,,,,2015款五菱宏光S1 1.5L 手动舒适型
3,5,5,,5,4,4,5,4.38,4,,,,2015款五菱宏光S1 1.5L 手动舒适型
3,4,5,,5,5,3,4,4.25,5,,,,2015款五菱宏光S1 1.5L 手动舒适型
4,4,5,,5,5,5,5,4.75,5,,,,2015款五菱宏光S1 1.5L 手动舒适型
5,5,4,,5,5,4,3,4.38,4,,,,2015款五菱宏光S1 1.5L 手动舒适型
4,3,5,,5,5,3,5,4.38,5,,,,2015款五菱宏光S1 1.5L 手动舒适型
5,3,4,,4,5,5,5,4.50,5,,,,2015款五菱宏光S1 1.5L 手动舒适型
5,3,5,,5,5,4,5,4.63,5,,,,2015款五菱宏光S1 1.5L 手动舒适型
4,5,5,,5,5,5,5,4.88,5,,,,2015款五菱宏光S1 1.5L 手动舒适型
3,3,4,,4,4,4,5,3.75,3,,,,2014款五菱宏光S 1.2L 手动标准型
5,4,5,,5,5,5,5,4.75,4,,,,2014款五菱宏光S 1.2L 手动标准型
4,4,5,,4,4,5,5,4.38,4,,,,2014款五菱宏光S 1.2L 手动标准型
4,4,5,,4,5,4,4,4.13,3,,,,2014款五菱宏光S 1.2L 手动标准型
4,4,5,,5,5,5,5,4.63,4,,,,2014款五菱宏光S 1.2L 手动标准型
4,4,5,,4,5,4,5,4.50,5,,,,2014款五菱宏光S 1.2L 手动标准型
4,4,5,,5,5,5,5,4.75,5,,,,2013款五菱宏光S 1.2L 手动舒适型
4,3,4,,4,4,3,4,3.63,3,,,,2014款五菱宏光S 1.2L 手动标准型
3,3,3,,3,3,2,4,3.00,3,,,,2014款五菱宏光S 1.5L 手动标准型
4,4,5,,4,4,5,5,4.38,4,,,,2013款五菱宏光S 1.5L 手动舒适型
4,5,4,,4,5,4,5,4.50,5,,,,2014款长安欧诺1.5L 手动基本型
4,4,5,,5,4,5,5,4.38,3,,,,2015款长安欧诺1.5L CNG
4,5,4,,5,5,5,5,4.63,4,,,,2015款长安欧诺1.5L CNG
5,3,5,,5,4,4,5,4.50,5,,,,2014款长安欧诺1.3L 手动幸福型
4,4,4,,5,5,4,3,4.25,5,,,,2014款长安欧诺1.3L 手动幸福型
3,4,5,,5,5,5,4,4.25,3,,,,2014款长安欧诺1.3L 手动幸福型
4,4,5,,5,5,3,5,4.50,5,,,,2015款长安欧诺1.5L CNG
4,4,4,,5,4,4,5,4.38,5,,,,2015款长安欧诺1.5L CNG
5,4,5,,5,5,3,5,4.50,4,,,,2015款长安欧诺1.5L CNG
3,4,5,,4,5,4,5,4.13,3,,,,2014款长安欧诺1.3L 手动幸福型
5,3,4,,5,5,3,4,4.25,5,,,,2014款长安欧诺1.3L 手动幸福型
5,5,5,,5,4,5,5,4.88,5,,,,2014款长安欧诺1.5L 手动基本型
5,5,5,,5,5,5,5,4.88,4,,,,2014款长安欧诺1.5L 手动基本型
5,5,5,,5,5,5,5,5.00,5,,,,2014款长安欧诺1.5L 手动基本型
4,5,5,,5,5,4,5,4.63,4,,,,2014款长安欧诺1.5L 手动基本型
4,5,4,,5,5,5,5,4.63,4,,,,2014款长安欧诺1.5L 手动基本型
4,5,4,,5,5,4,5,4.63,5,,,,2014款长安欧诺1.5L 手动基本型
4,4,5,,5,5,5,3,4.38,4,,,,2009款奥拓1.0L 手动舒适版
4,3,4,,4,3,5,2,3.50,3,,,,2013款奥拓1.0L 手动豪华影音版
3,4,5,,4,4,5,3,3.88,3,,,,2010款奥拓1.0L 手动炫酷版
5,3,5,,3,5,4,3,4.00,4,,,,2013款奥拓1.0L 手动豪华版
4,3,5,,4,5,5,3,4.00,3,,,,2013款奥拓1.0L 手动舒适版
4,3,5,,4,3,3,3,3.50,3,,,,2009款奥拓1.0L 自动豪华版
4,3,3,,3,3,3,4,3.38,4,,,,2013款奥拓1.0L 自动豪华版
4,5,5,,5,5,3,3,4.13,3,,,,2015款奥拓1.0L 自动限定版
5,4,5,,5,5,3,5,4.38,3,,,,2015款奥拓1.0L 自动限定版
4,4,5,,5,5,5,3,4.50,5,,,,2015款奥拓1.0L 自动限定版
4,5,5,,5,4,5,5,4.63,4,,,,2015款奥拓1.0L 自动限定版
4,5,5,,5,5,3,5,4.38,3,,,,2015款奥拓1.0L 自动限定版
5,5,5,,5,4,5,5,4.75,4,,,,2015款奥拓1.0L 自动限定版
5,4,4,,5,5,4,5,4.50,4,,,,2009款奥拓1.0L 手动豪华版
2,3,3,,3,3,5,2,2.88,2,,,,2013款奥拓1.0L 手动舒适版
5,5,5,,5,5,5,5,5.00,5,,,,2013款奥拓1.0L 手动实用版
5,3,5,,4,5,3,3,4.00,4,,,,2009款奥拓1.0L 手动豪华版
4,3,3,,4,3,4,3,3.50,4,,,,2013款奥拓1.0L 自动豪华版
